100 //total number of atoms
2  //number of species
13.0063  //edge length of cubic box
0.288310	0.117030	0.967700	1.200000
0.845550	0.295580	0.099620	1.200000
0.277350	0.295570	0.736870	1.200000
0.982890	0.261390	0.980350	1.200000
0.657720	0.399610	0.189670	1.200000
0.720650	0.727960	0.640410	1.200000
0.121300	0.232760	0.653510	1.200000
0.400650	0.967290	0.875040	1.200000
0.041810	0.938110	0.264510	1.200000
0.097360	0.068910	0.020640	1.200000
0.558180	0.217170	0.155350	1.200000
0.831560	0.510980	0.395700	1.200000
0.893330	0.901070	0.490790	1.200000
0.506640	0.593960	0.831600	1.200000
0.933160	0.207010	0.516970	1.200000
0.437520	0.774640	0.876540	1.200000
0.732740	0.151120	0.170990	1.200000
0.659660	0.424620	0.377880	1.200000
0.822420	0.727840	0.111090	1.200000
0.272620	0.998180	0.520740	1.200000
0.572640	0.461480	0.539900	1.200000
0.951100	0.588050	0.721580	1.200000
0.412290	0.409250	0.811280	1.200000
0.095590	0.684670	0.081100	1.200000
0.677840	0.509670	0.039180	1.200000
0.641820	0.026900	0.774720	1.200000
0.942460	0.779010	0.854830	1.200000
0.283860	0.460250	0.127250	1.200000
0.214920	0.017610	0.341780	1.200000
0.154350	0.362790	0.526380	1.200000
0.511820	0.573640	0.167540	1.200000
0.473020	0.395360	0.198340	1.200000
0.413280	0.873930	0.045880	1.200000
0.783470	0.549210	0.654050	1.200000
0.929490	0.053540	0.391680	1.200000
0.155350	0.243390	0.892030	1.200000
0.754070	0.905270	0.031100	1.200000
0.278820	0.468730	0.929760	1.200000
0.481640	0.504060	0.997580	1.200000
0.592880	0.865280	0.684270	1.200000
0.609740	0.865580	0.870360	1.200000
0.868300	0.835230	0.684510	1.200000
0.079370	0.632810	0.870170	1.200000
0.924440	0.636950	0.982140	1.200000
0.514900	0.285500	0.596940	1.200000
0.708950	0.198890	0.777320	1.200000
0.397340	0.060170	0.388030	1.200000
0.695290	0.601510	0.499360	1.200000
0.787120	0.908390	0.841530	1.200000
0.434650	0.751950	0.225550	1.200000
0.925730	0.238030	0.764980	1.650000
0.227460	0.868650	0.163740	1.650000
0.349700	0.859770	0.676200	1.650000
0.690840	0.664460	0.285920	1.650000
0.842600	0.301720	0.321290	1.650000
0.292530	0.373360	0.330820	1.650000
0.956430	0.122570	0.180660	1.650000
0.049600	0.453520	0.324690	1.650000
0.574220	0.943750	0.233860	1.650000
0.822290	0.899490	0.274100	1.650000
0.729930	0.288210	0.554100	1.650000
0.090200	0.787240	0.685390	1.650000
0.660420	0.297530	0.976170	1.650000
0.629320	0.426860	0.757360	1.650000
0.394960	0.841960	0.425450	1.650000
0.149410	0.594500	0.528750	1.650000
0.289310	0.632700	0.783920	1.650000
0.208700	0.844420	0.905510	1.650000
0.654550	0.846730	0.465190	1.650000
0.945210	0.426960	0.567630	1.650000
0.825830	0.105510	0.963580	1.650000
0.375020	0.086940	0.167890	1.650000
0.707310	0.088980	0.398510	1.650000
0.407610	0.295830	0.012910	1.650000
0.008600	0.995270	0.823790	1.650000
0.241340	0.074670	0.757250	1.650000
0.102240	0.208660	0.375410	1.650000
0.133400	0.831700	0.436640	1.650000
0.071010	0.471300	0.030010	1.650000
0.511710	0.668180	0.610170	1.650000
0.717670	0.656950	0.849470	1.650000
0.593650	0.747630	0.058200	1.650000
0.857540	0.446450	0.892830	1.650000
0.980920	0.879270	0.060750	1.650000
0.857370	0.504460	0.166730	1.650000
0.053260	0.030460	0.576520	1.650000
0.514140	0.044260	0.582420	1.650000
0.514810	0.255580	0.369250	1.650000
0.172410	0.254950	0.124070	1.650000
0.095670	0.432650	0.780090	1.650000
0.454030	0.564440	0.380770	1.650000
0.983090	0.700630	0.271280	1.650000
0.804610	0.054870	0.630580	1.650000
0.471450	0.184870	0.792410	1.650000
0.319240	0.212700	0.525790	1.650000
0.348480	0.454740	0.603580	1.650000
0.906430	0.677970	0.525490	1.650000
0.577880	0.042330	0.999790	1.650000
0.339800	0.665860	0.042950	1.650000
0.228180	0.634130	0.269730	1.650000
